Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,duration,children,HighestPurchaseSource
PhD,Married,38097.0,77,2,35,0,1,69,4,3,2,2,7,0,53,Yes,13.935660506502396,2,web
College Graduate,Married,72940.0,182,74,298,162,149,116,1,3,3,6,1,0,53,No,13.259411362080767,0,store
College Graduate,Together,22070.0,10,7,19,8,2,21,2,2,2,2,6,0,53,No,12.966461327857632,1,web
College Graduate,Single,69267.0,778,44,499,95,73,146,2,3,4,5,7,0,70,Yes,13.998631074606434,0,store
Master,Single,31788.0,16,7,23,0,8,6,3,3,0,4,5,1,40,No,12.509240246406572,1,store
PhD,Together,61905.0,167,0,43,6,2,13,2,4,2,4,5,0,48,No,12.629705681040383,1,web
College Graduate,Married,29315.0,13,2,14,8,7,4,4,2,0,4,6,0,63,No,12.462696783025326,2,store
College Graduate,Divorced,33378.0,33,6,40,3,7,10,3,2,0,4,7,0,60,No,13.623545516769337,2,store
PhD,Together,66313.0,625,7,99,10,22,7,2,6,3,12,4,0,60,No,13.015742642026009,1,store
College Graduate,Single,60714.0,216,162,224,101,92,162,2,7,4,10,5,0,67,Yes,13.678302532511978,0,store
Master,Together,77882.0,68,129,396,188,22,15,1,3,3,5,1,0,42,No,12.396988364134154,0,store
PhD,Single,69867.0,196,0,512,33,130,54,1,3,5,8,1,0,37,Yes,13.47296372347707,0,store
Master,Divorced,63841.0,635,15,100,20,7,131,1,9,3,9,6,0,55,No,13.42094455852156,1,web
High School,Married,24480.0,4,19,9,28,25,17,3,3,0,4,7,0,42,No,13.609856262833675,1,store
College Graduate,Together,51369.0,297,7,79,0,11,182,2,8,2,4,8,0,47,No,13.908281998631075,1,web
College Graduate,Together,37760.0,84,5,38,150,12,28,2,4,1,6,7,0,77,No,14.05886379192334,0,store
PhD,Together,65640.0,204,7,149,20,15,66,1,5,1,8,2,0,49,No,12.56125941136208,1,store
Master,Married,44319.0,26,0,8,0,0,3,2,2,0,3,5,0,48,No,12.432580424366872,2,store
College Graduate,Married,30631.0,15,6,20,4,5,20,1,3,1,2,7,0,49,No,13.196440793976729,1,web
College Graduate,Together,75278.0,304,98,230,150,74,74,1,6,3,13,3,0,71,No,13.645448323066393,0,store
Master,Together,50898.0,285,28,242,55,114,135,13,6,2,12,5,0,67,No,13.702943189596168,2,store
College Graduate,Widow,79946.0,395,183,565,166,141,28,1,5,11,5,3,0,57,No,12.36413415468857,0,catalog
Master,Divorced,35416.0,248,3,81,4,3,51,3,7,1,5,8,0,74,No,13.27583846680356,0,web
Technical School,Together,32414.0,20,6,5,0,9,12,1,1,0,3,7,0,39,Yes,13.218343600273785,0,store
College Graduate,Together,38361.0,39,0,56,20,8,14,3,3,1,3,7,0,54,No,12.736481861738536,1,web
College Graduate,Married,82497.0,777,129,573,216,21,203,1,2,7,9,4,0,43,Yes,13.891854893908283,0,store
College Graduate,Together,16626.0,8,3,22,21,1,13,3,3,0,3,9,0,52,No,12.684462696783026,2,web
College Graduate,Together,29672.0,9,1,3,0,4,8,1,0,0,3,6,0,58,No,13.530458590006845,2,store
Master,Together,55951.0,1241,0,80,0,13,40,3,3,6,11,8,0,71,Yes,14.080766598220396,1,store
Technical School,Divorced,35388.0,6,4,7,4,3,8,1,1,0,3,7,0,35,No,13.544147843942506,1,store
Master,Together,42386.0,65,4,16,0,4,11,1,3,0,3,8,0,37,No,13.689253935660506,1,web
College Graduate,Single,68627.0,395,15,263,60,54,38,1,2,3,6,1,0,41,No,13.69199178644764,0,store
PhD,Divorced,57912.0,801,0,80,0,0,35,5,8,3,12,5,0,58,Yes,12.517453798767967,1,store
College Graduate,Divorced,35246.0,36,0,12,2,2,10,4,3,1,3,5,0,65,No,12.435318275154003,2,web
Technical School,Together,58821.0,513,14,154,19,0,28,1,9,2,9,6,0,67,No,12.944558521560575,1,web
PhD,Married,46377.0,37,0,46,4,3,0,1,2,1,3,4,0,45,No,12.56125941136208,1,store
College Graduate,Single,39747.0,80,15,93,20,13,52,3,5,1,4,8,0,35,No,12.4435318275154,1,web
College Graduate,Together,23976.0,14,1,21,2,3,25,3,3,1,3,7,0,39,No,12.736481861738536,1,web
Master,Married,80950.0,525,147,112,219,147,63,1,6,7,9,2,0,62,Yes,13.486652977412732,0,store
College Graduate,Widow,27038.0,1,26,25,17,23,15,1,3,0,3,9,0,57,Yes,14.009582477754963,0,web
College Graduate,Single,77457.0,675,11,400,15,45,11,1,2,5,10,1,0,76,Yes,12.550308008213552,0,store
Master,Married,64100.0,509,0,27,0,0,10,1,8,3,6,7,0,59,Yes,13.032169746748803,1,web
Master,Together,42670.0,154,2,46,20,4,15,1,4,2,4,4,0,31,No,13.404517453798768,0,web
College Graduate,Divorced,12571.0,3,5,14,2,12,17,4,3,1,3,6,0,47,No,12.676249144421629,1,web
College Graduate,Married,22574.0,25,0,8,2,0,2,2,2,0,3,7,0,56,No,12.900752908966462,3,store
Master,Single,70893.0,768,44,561,77,44,14,1,6,6,10,3,0,47,No,13.623545516769337,0,store
College Graduate,Married,54198.0,185,0,28,3,2,17,6,3,1,6,4,0,57,No,12.763860369609857,2,store
Master,Together,28839.0,24,0,7,0,0,1,2,2,0,3,5,0,67,No,12.53388090349076,2,store
College Graduate,Married,40321.0,44,4,21,6,0,27,2,3,0,3,7,0,51,No,13.149897330595483,2,web
College Graduate,Single,66503.0,91,64,128,65,3,50,2,4,3,6,3,0,38,No,14.105407255304586,1,store
College Graduate,Married,30833.0,11,0,7,3,1,6,2,1,0,3,5,0,72,No,13.1854893908282,2,store
College Graduate,Married,64795.0,412,5,119,38,29,77,3,3,3,12,2,0,52,No,13.678302532511978,1,store
College Graduate,Married,34421.0,3,3,7,6,2,9,1,1,0,2,7,0,49,No,13.22655715263518,1,store
PhD,Divorced,47025.0,16,0,3,0,0,1,1,1,0,2,7,0,58,No,12.616016427104723,2,store
PhD,Divorced,64325.0,731,60,353,78,12,73,5,10,3,5,7,0,62,No,13.620807665982204,1,web
College Graduate,Single,40464.0,424,17,118,7,23,41,6,8,2,8,8,0,70,No,13.69472963723477,1,web
College Graduate,Married,62187.0,792,0,275,45,45,126,1,4,8,5,3,0,66,No,13.215605749486652,0,catalog
PhD,Divorced,14849.0,21,2,28,3,2,9,3,2,0,4,8,0,47,No,13.22381930184805,1,store
College Graduate,Married,27255.0,22,1,11,0,1,2,1,1,0,3,7,0,39,No,12.873374401095141,1,store
PhD,Married,54432.0,33,0,5,0,0,0,1,1,0,3,4,0,73,No,13.371663244353183,3,store
PhD,Single,29999.0,68,7,59,10,5,11,4,3,1,4,8,0,37,No,13.604380561259411,1,store
College Graduate,Single,24072.0,9,1,6,3,0,4,1,1,0,2,8,0,40,No,13.434633812457221,1,store
PhD,Single,33996.0,40,2,15,8,0,6,1,1,1,3,4,0,34,No,13.02943189596167,0,store
PhD,Married,66334.0,909,11,218,0,0,23,2,9,3,5,5,0,67,Yes,13.470225872689939,1,web
Master,Married,35178.0,23,1,13,2,2,18,1,1,1,2,7,0,52,Yes,13.697467488021903,1,store
College Graduate,Together,22010.0,11,2,9,3,0,8,2,2,0,3,8,0,40,No,13.229295003422314,1,store
College Graduate,Divorced,62204.0,317,46,247,151,46,139,1,4,5,12,3,0,63,No,14.026009582477755,2,store
College Graduate,Divorced,75693.0,797,153,293,72,97,30,1,11,4,6,4,0,55,Yes,13.793292265571527,0,web
College Graduate,Married,30675.0,10,2,16,11,2,21,1,1,0,3,8,0,51,No,13.859000684462696,1,store
College Graduate,Together,83003.0,856,61,570,40,25,122,1,7,6,8,3,0,58,Yes,13.555099247091034,0,store
College Graduate,Single,68655.0,456,19,832,75,118,38,1,4,5,11,3,0,35,No,14.116358658453114,0,store
College Graduate,Divorced,41411.0,37,32,38,11,3,18,1,2,1,4,6,0,37,No,12.791238877481177,0,store
PhD,Married,55212.0,1103,0,45,0,0,34,3,4,2,11,8,0,54,Yes,13.828884325804244,1,store
PhD,Together,59292.0,378,14,68,19,14,14,2,3,5,8,3,0,73,No,13.27583846680356,1,store
High School,Together,27190.0,1,6,7,0,1,3,1,1,0,2,8,0,50,Yes,13.103353867214237,1,store
College Graduate,Divorced,82623.0,204,34,204,172,153,173,1,2,9,4,1,0,71,No,12.865160848733744,0,catalog
College Graduate,Married,44300.0,30,0,9,0,0,3,2,1,0,3,6,0,58,No,13.248459958932239,2,store
College Graduate,Divorced,84835.0,189,104,379,111,189,218,1,4,4,6,1,0,53,Yes,12.268309377138946,0,store
College Graduate,Widow,30372.0,15,0,12,7,3,7,3,2,0,3,7,0,52,No,13.741273100616016,2,store
Master,Married,33181.0,9,0,3,0,0,4,1,1,0,2,6,0,47,Yes,12.71731690622861,1,store
College Graduate,Married,71113.0,495,33,255,11,33,8,4,6,7,9,4,0,66,No,12.763860369609857,1,store
College Graduate,Married,71952.0,656,80,455,52,107,93,2,8,4,8,4,0,37,Yes,13.697467488021903,1,web
PhD,Single,69759.0,452,20,514,13,30,0,3,4,6,5,3,0,57,Yes,12.900752908966462,0,catalog
College Graduate,Married,72099.0,546,91,410,119,0,22,1,3,4,10,1,0,49,No,13.902806297056811,0,store
PhD,Single,60000.0,1048,0,217,0,0,12,5,11,3,5,6,0,47,No,13.749486652977414,1,web
College Graduate,Single,38643.0,22,2,14,0,1,10,2,2,0,3,7,1,45,No,12.813141683778234,2,store
College Graduate,Married,50737.0,78,0,11,0,0,10,1,2,0,4,6,0,68,Yes,13.366187542778919,1,store
PhD,Married,68462.0,561,64,785,84,128,48,1,3,3,8,1,0,54,No,13.776865160848734,0,store
Master,Married,65073.0,629,17,177,69,0,8,1,5,3,5,2,1,80,No,13.089664613278575,0,web
PhD,Together,46681.0,269,15,69,15,19,38,2,4,6,4,5,0,75,No,12.955509924709103,2,catalog
College Graduate,Married,78618.0,736,163,818,212,163,61,1,4,7,10,2,0,66,Yes,13.982203969883642,0,store
PhD,Widow,62187.0,512,0,83,0,0,41,3,6,2,10,4,0,54,No,12.503764544832306,1,store
College Graduate,Married,28442.0,19,3,10,11,8,6,3,2,1,4,4,0,45,No,12.574948665297741,2,store
PhD,Married,37717.0,9,0,6,4,1,5,1,1,0,2,9,0,45,No,13.828884325804244,1,store
College Graduate,Married,51479.0,247,8,160,6,8,65,7,6,3,6,7,0,56,No,13.73305954825462,2,web
College Graduate,Single,54803.0,404,0,92,28,27,142,2,6,2,9,4,0,54,No,14.08624229979466,1,store
College Graduate,Married,79530.0,333,0,815,129,42,29,1,4,10,11,2,0,63,No,13.349760438056126,0,store
College Graduate,Divorced,31615.0,2,3,20,6,11,9,2,2,0,3,7,0,47,No,13.519507186858316,1,store
College Graduate,Together,72025.0,833,33,549,151,133,233,1,4,3,8,3,0,61,No,13.845311430527037,0,store
PhD,Single,52614.0,789,0,142,12,9,38,2,2,4,8,8,0,48,No,13.806981519507186,1,store
Technical School,Married,35684.0,10,4,7,0,6,3,1,1,0,3,6,0,39,No,12.41889117043121,1,store
College Graduate,Married,48178.0,159,4,45,6,2,38,6,5,1,4,8,0,48,No,13.900068446269678,2,web
Master,Single,29548.0,7,1,6,3,1,11,1,1,1,2,4,0,53,Yes,13.065023956194388,1,store
College Graduate,Single,63810.0,977,12,253,16,12,101,4,4,3,12,8,0,57,Yes,13.86173853524983,1,store
PhD,Single,38578.0,38,4,22,3,3,3,3,3,0,3,8,0,51,Yes,13.25119780971937,2,web
Master,Single,46098.0,57,0,27,0,0,36,4,3,2,2,8,0,48,No,14.094455852156058,2,web
College Graduate,Single,22585.0,3,9,15,13,2,39,1,1,1,2,9,0,53,Yes,13.514031485284052,0,store
College Graduate,Single,30279.0,10,4,14,4,4,1,1,1,0,3,8,0,34,No,13.727583846680355,1,store
PhD,Together,66426.0,1043,24,97,32,24,157,2,3,5,10,6,0,62,No,12.971937029431896,1,store
College Graduate,Single,30822.0,3,9,13,2,12,12,1,1,0,3,7,0,54,No,13.273100616016427,1,store
PhD,Married,33581.0,11,0,5,0,0,1,1,1,0,2,8,0,54,No,13.702943189596168,2,store
College Graduate,Married,19986.0,3,6,5,0,2,6,1,0,0,3,7,0,38,No,12.854209445585216,1,store
College Graduate,Widow,27421.0,43,12,96,78,40,55,3,4,1,6,7,0,69,No,13.776865160848734,0,store
Technical School,Married,35688.0,73,3,90,12,1,32,7,4,1,4,8,0,50,No,14.08350444900753,3,web
Master,Single,36143.0,12,0,1,0,0,6,1,0,1,2,3,0,42,No,12.48186173853525,1,store
College Graduate,Single,10245.0,4,7,7,6,4,13,3,1,2,2,5,0,52,No,13.35523613963039,1,catalog
Master,Together,43795.0,314,11,53,4,3,107,3,7,3,4,7,0,55,Yes,12.933607118412047,1,web
College Graduate,Together,63381.0,571,50,142,33,50,159,4,4,5,13,2,0,63,No,13.963039014373717,1,store
College Graduate,Together,38823.0,70,0,11,2,8,23,1,2,1,3,6,0,74,No,14.061601642710473,1,store
PhD,Divorced,83664.0,866,21,151,28,21,86,3,2,2,12,5,0,55,No,13.374401095140314,2,store
College Graduate,Together,90300.0,594,134,786,33,134,57,0,5,6,8,1,0,44,Yes,12.71731690622861,0,store
Master,Together,62499.0,140,4,61,0,13,4,2,3,1,6,4,0,44,No,12.785763175906913,1,store
College Graduate,Single,74293.0,375,152,335,93,91,81,1,5,4,6,2,0,30,No,12.386036960985626,0,store
PhD,Married,51012.0,102,9,63,2,9,24,1,4,1,4,6,0,77,No,13.429158110882957,0,web
Master,Married,70777.0,554,35,113,0,7,78,3,5,3,12,3,0,55,No,12.572210814510608,1,store
PhD,Together,68682.0,919,0,505,99,30,45,1,4,9,10,2,0,32,No,12.960985626283367,0,store
College Graduate,Married,43824.0,96,1,42,12,3,32,4,3,1,4,8,0,52,No,14.017796030116358,2,store
College Graduate,Together,15345.0,5,2,16,3,2,19,2,1,1,2,8,0,39,Yes,14.05886379192334,1,store
College Graduate,Single,23442.0,2,0,6,8,6,5,1,1,0,3,7,0,36,No,13.744010951403148,1,store
Technical School,Together,14515.0,6,4,9,6,36,35,4,2,2,3,7,0,43,Yes,13.867214236824093,1,store
Technical School,Divorced,31395.0,23,1,25,0,8,7,4,2,1,3,6,0,67,No,13.500342231348391,2,store
College Graduate,Together,75276.0,610,105,125,137,42,21,1,9,4,9,5,0,58,No,13.984941820670773,0,web
College Graduate,Single,42373.0,67,5,61,3,8,19,5,2,1,5,5,0,49,No,13.103353867214237,2,store
College Graduate,Together,30507.0,65,36,74,38,20,110,1,5,1,4,7,0,63,No,13.533196440793978,0,web
PhD,Single,55521.0,416,0,26,0,0,4,9,6,3,6,7,0,68,Yes,12.917180013689254,3,web
College Graduate,Married,48006.0,23,0,11,3,2,2,1,1,0,3,6,0,58,No,12.28747433264887,2,store
PhD,Single,27213.0,19,3,26,10,9,3,3,2,0,4,8,0,51,Yes,14.061601642710473,1,store
PhD,Divorced,65808.0,155,7,80,13,7,10,3,5,1,5,6,0,52,No,12.314852840520192,2,web
PhD,Together,30351.0,14,0,24,3,3,2,1,3,0,2,9,0,49,No,13.295003422313483,1,web
College Graduate,Married,50437.0,370,9,92,6,9,4,3,7,1,8,7,0,60,No,13.930184804928132,2,store
Technical School,Single,23616.0,4,22,11,3,7,32,2,3,0,3,8,0,41,Yes,13.845311430527037,1,web
College Graduate,Married,53858.0,407,53,221,58,150,26,4,4,3,6,4,0,47,No,13.867214236824093,1,store
PhD,Married,66465.0,1200,0,204,38,29,14,3,11,9,12,6,0,68,Yes,13.481177275838467,1,store
College Graduate,Single,46923.0,85,44,54,102,78,6,3,5,1,7,7,0,36,No,14.08350444900753,1,store
College Graduate,Together,75072.0,583,34,309,0,22,125,2,5,4,8,3,0,61,No,13.661875427789186,1,store
PhD,Married,75865.0,483,0,591,156,0,12,1,3,5,10,1,0,80,No,12.479123887748118,0,store
Technical School,Together,19789.0,2,5,9,28,6,28,3,2,1,3,5,0,48,Yes,12.837782340862423,1,store
College Graduate,Together,80134.0,966,26,282,52,26,26,1,2,7,11,5,0,29,Yes,12.602327173169062,0,store
College Graduate,Single,91065.0,822,114,108,179,137,114,1,7,9,9,3,0,42,Yes,13.579739904175222,0,catalog
Master,Married,49505.0,604,0,100,19,0,28,9,10,2,8,8,0,52,No,13.54962354551677,2,web
PhD,Married,37401.0,19,3,19,3,1,3,2,2,0,3,7,0,50,No,12.380561259411362,1,store
College Graduate,Married,30096.0,5,3,11,12,5,9,1,2,0,3,6,0,40,No,12.336755646817249,1,store
Master,Together,18492.0,2,2,2,2,1,1,1,1,0,2,8,0,41,No,12.2984257357974,1,store
Master,Married,82584.0,1076,68,103,29,91,68,1,3,4,8,1,0,49,Yes,13.300479123887747,0,store
PhD,Married,93027.0,1285,42,716,55,0,21,0,7,10,5,2,0,82,Yes,13.442847364818617,0,catalog
College Graduate,Married,48686.0,10,0,7,2,0,1,1,1,0,2,8,0,70,No,12.799452429842573,3,store
College Graduate,Married,92910.0,551,137,792,179,103,33,1,6,7,13,1,0,37,Yes,12.413415468856947,0,store
College Graduate,Married,75433.0,800,0,297,0,34,57,2,2,5,10,6,0,34,Yes,12.465434633812457,1,store
Technical School,Together,10404.0,2,2,11,10,6,12,2,1,0,4,5,0,34,No,12.386036960985626,1,store
College Graduate,Married,61314.0,378,0,189,97,172,172,2,5,5,12,3,0,55,No,13.409993155373032,1,store
PhD,Single,84865.0,1248,16,349,43,16,16,1,2,4,9,4,0,62,Yes,13.371663244353183,0,store
College Graduate,Married,42387.0,235,0,235,19,4,191,5,8,1,7,8,0,34,No,13.897330595482547,1,web
Technical School,Together,67309.0,515,47,181,149,95,95,15,9,6,9,7,0,56,No,13.661875427789186,2,web
College Graduate,Married,75236.0,438,66,400,12,38,114,1,8,3,13,4,0,59,No,12.824093086926762,1,store
College Graduate,Single,30015.0,25,0,22,2,3,5,2,1,0,4,5,0,53,No,12.635181382614647,1,store
Master,Together,50943.0,31,0,7,2,0,6,1,1,0,3,5,0,67,No,13.253935660506503,1,store
College Graduate,Divorced,67272.0,357,35,271,28,28,14,3,6,2,12,5,0,57,No,12.752908966461328,1,store
Master,Widow,51529.0,400,4,35,6,0,22,2,9,1,5,8,0,74,No,13.040383299110198,1,web
PhD,Married,32011.0,99,0,15,2,1,5,3,2,1,4,7,0,52,No,13.084188911704311,1,store
Technical School,Married,7500.0,1,11,5,4,6,9,2,2,0,3,8,0,37,No,13.620807665982204,1,store
College Graduate,Married,28691.0,5,4,13,8,0,4,1,1,0,3,8,0,34,No,13.218343600273785,1,store
PhD,Married,56223.0,77,28,31,16,0,4,2,2,1,5,4,0,75,No,12.75564681724846,1,store
College Graduate,Married,18100.0,3,1,2,4,3,1,1,0,0,3,5,0,77,No,13.127994524298426,0,store
College Graduate,Single,30279.0,10,4,14,4,4,1,1,1,0,3,8,0,34,No,13.727583846680355,1,store
Technical School,Married,20130.0,0,6,3,7,6,12,1,1,0,3,8,0,49,No,12.517453798767967,0,store
College Graduate,Divorced,23295.0,0,0,1,2,12,5,1,1,0,2,8,0,64,No,13.193702943189596,0,store
Master,Divorced,42618.0,76,14,74,13,5,10,2,5,0,4,8,0,51,No,12.952772073921972,1,web
College Graduate,Single,81246.0,398,190,537,61,156,37,1,4,5,7,1,0,59,Yes,12.731006160164272,0,store
College Graduate,Married,24027.0,14,7,11,11,0,5,2,2,0,3,8,0,47,No,13.286789869952088,1,store
PhD,Married,55707.0,208,7,82,30,66,35,2,3,2,9,3,0,70,No,12.750171115674195,1,store
College Graduate,Single,57959.0,430,16,322,43,24,33,5,4,7,11,3,0,68,No,13.390828199863108,1,store
College Graduate,Married,56796.0,656,38,161,62,47,37,3,8,9,7,7,0,54,No,13.596167008898014,1,catalog
Master,Single,36230.0,14,2,30,8,2,3,1,2,0,4,5,0,52,No,12.930869267624914,1,store
Technical School,Married,70829.0,141,70,106,72,19,23,2,4,2,8,3,0,43,No,12.80766598220397,2,store
College Graduate,Married,65991.0,507,19,364,25,47,9,3,9,5,10,7,0,47,No,14.039698836413416,1,store
College Graduate,Married,38988.0,164,24,103,12,3,42,7,5,1,6,8,0,51,No,14.088980150581794,3,store
Technical School,Single,89572.0,606,24,974,197,194,64,1,7,7,9,4,0,57,Yes,14.017796030116358,0,store
Master,Married,42207.0,116,11,72,3,17,46,4,4,1,5,6,0,39,Yes,13.475701574264203,1,store
College Graduate,Married,50300.0,143,15,60,24,23,5,2,2,1,8,2,0,71,No,12.328542094455852,1,store
Technical School,Together,66664.0,398,96,447,220,96,32,1,5,7,6,3,0,41,No,13.990417522245037,0,catalog
College Graduate,Married,60597.0,522,0,257,32,16,66,4,2,2,8,7,0,59,Yes,12.722792607802875,1,store
College Graduate,Widow,70165.0,161,0,253,199,191,122,1,3,7,11,1,0,74,No,12.999315537303216,0,store
PhD,Widow,50520.0,112,0,6,2,1,14,2,3,1,3,6,0,65,No,12.648870636550308,1,web
College Graduate,Married,80124.0,483,84,398,205,84,241,1,3,7,8,1,0,60,Yes,12.240930869267626,0,store
College Graduate,Married,33183.0,7,5,39,17,15,37,2,4,0,3,7,0,48,No,12.574948665297741,1,web
PhD,Single,66582.0,789,25,420,16,38,0,1,2,8,9,1,0,54,No,12.555783709787816,0,store
PhD,Together,75261.0,1239,17,413,23,34,17,1,5,6,5,2,0,68,Yes,13.415468856947296,0,catalog
College Graduate,Widow,31880.0,4,1,5,2,0,3,1,1,0,2,8,0,53,No,13.891854893908283,1,store
College Graduate,Married,53790.0,335,42,127,28,5,5,3,7,2,8,6,0,72,No,12.54757015742642,2,store
PhD,Together,49269.0,639,8,166,11,8,58,3,7,3,12,7,0,52,No,14.102669404517453,1,store
College Graduate,Married,61456.0,563,76,384,84,192,89,4,6,10,13,4,0,48,No,13.489390828199863,1,store
College Graduate,Married,37406.0,2,0,8,2,2,3,1,1,0,2,8,0,43,Yes,12.950034223134839,1,store
PhD,Together,56937.0,746,8,125,11,8,8,7,8,6,9,6,0,42,Yes,14.132785763175907,1,store
College Graduate,Married,38415.0,22,1,13,4,0,4,2,1,0,3,7,0,45,No,13.71937029431896,2,store
College Graduate,Single,20518.0,4,1,6,4,1,9,1,1,1,2,5,0,35,No,12.347707049965777,1,store
College Graduate,Married,62503.0,478,0,193,110,75,117,4,8,3,11,5,0,67,No,13.59069130732375,1,store
PhD,Single,41644.0,20,3,4,2,0,2,2,1,0,3,3,0,51,No,12.372347707049967,2,store
Master,Married,55842.0,451,0,39,0,4,24,1,7,1,8,5,0,46,No,12.334017796030116,1,store
PhD,Married,62010.0,371,22,39,6,0,92,4,6,2,7,5,0,51,No,13.91375770020534,1,store
College Graduate,Married,41124.0,281,7,84,15,0,119,7,7,3,4,8,0,46,No,13.891854893908283,1,web
Master,Married,38961.0,19,7,19,0,1,24,1,2,1,2,7,0,50,No,12.728268309377139,1,web
Master,Divorced,37760.0,26,3,13,2,10,0,1,2,0,3,6,0,51,No,13.114305270362765,1,store
College Graduate,Single,32233.0,138,15,35,25,11,72,2,6,2,2,9,0,49,Yes,14.091718001368925,1,web
College Graduate,Married,43057.0,213,2,44,0,2,5,4,4,2,5,5,0,48,No,12.895277207392198,1,store
Master,Together,83151.0,407,28,100,120,74,18,1,5,9,4,3,0,63,No,13.949349760438055,0,catalog
PhD,Divorced,78825.0,483,74,114,169,37,18,1,5,10,13,3,0,59,Yes,14.020533880903491,0,store
Master,Together,65104.0,738,0,232,13,20,50,2,3,5,7,7,0,47,No,12.854209445585216,1,store
College Graduate,Married,60093.0,502,12,109,16,6,90,2,7,2,10,6,0,49,No,13.240246406570842,1,store
College Graduate,Married,14045.0,11,0,5,2,1,1,1,1,0,3,7,0,54,No,12.654346338124572,1,store
Technical School,Widow,28457.0,24,1,108,29,29,14,1,4,1,4,8,0,71,No,13.900068446269678,0,web
PhD,Together,78952.0,1170,19,594,99,76,134,2,2,5,12,6,0,65,No,13.99315537303217,1,store
College Graduate,Divorced,46310.0,185,2,88,15,5,14,2,6,1,5,8,0,47,No,13.801505817932922,1,web
College Graduate,Together,76005.0,983,20,389,240,50,40,1,3,5,13,6,0,68,Yes,13.579739904175222,0,store
Master,Single,58308.0,691,0,69,10,0,130,4,2,6,3,8,0,59,No,13.69199178644764,1,catalog
PhD,Divorced,55614.0,504,13,131,8,0,26,1,9,4,6,7,0,79,Yes,12.818617385352498,0,web
Master,Divorced,59432.0,317,25,265,25,19,12,3,5,3,11,5,0,61,No,13.442847364818617,1,store
College Graduate,Divorced,55563.0,29,1,9,2,0,2,1,2,0,3,3,0,45,No,12.465434633812457,1,store
PhD,Together,78642.0,1396,0,322,46,35,17,1,4,9,4,6,0,52,No,13.42094455852156,1,catalog
PhD,Together,67911.0,529,0,356,63,28,0,3,6,7,11,3,0,74,No,12.336755646817249,1,store
College Graduate,Married,65275.0,388,14,218,91,14,21,1,4,3,13,2,0,79,No,13.470225872689939,0,store
College Graduate,Together,27203.0,13,2,21,4,0,24,2,1,1,2,8,0,73,No,14.127310061601642,2,store
Master,Together,48330.0,28,0,4,0,0,0,1,1,0,3,5,0,62,No,12.851471594798083,1,store
High School,Married,24279.0,16,36,21,20,62,108,1,4,1,3,8,0,33,No,13.730321697467488,0,web
PhD,Married,64355.0,1047,0,140,67,38,153,2,4,3,12,8,0,38,No,14.078028747433265,1,store
Master,Together,50943.0,31,0,7,2,0,6,1,1,0,3,5,0,67,No,13.253935660506503,1,store
College Graduate,Widow,53653.0,815,10,239,28,10,108,2,10,4,12,6,0,70,No,13.872689938398358,0,store
College Graduate,Married,65665.0,225,162,387,106,36,29,1,5,10,8,3,0,47,No,12.804928131416839,1,catalog
College Graduate,Single,81217.0,493,70,324,146,40,84,1,3,7,11,1,0,34,No,13.177275838466803,0,store
College Graduate,Married,34935.0,34,4,66,3,10,20,1,2,1,4,7,0,31,No,13.253935660506503,0,store
College Graduate,Divorced,61250.0,382,138,65,60,26,59,6,5,2,12,5,0,64,No,13.765913757700206,1,store
